4   1619.63
8   3439.9
12  2238.85
16  2654.04
20  3004.27
24  2891.37
28  2653.35
32  3145.45
36  3199.87
40  3204.93
44  2930.16
48  3233.36
52  2923.05
56  3326.35
60  3594.35
64  3670.32
68  3736.02
72  3678.36
76  3707.82
80  3459.69
