4   1.7849e-05
8   1.20109e-05
12  1.02364e-05
16  8.45118e-06
20  7.72948e-06
24  6.88649e-06
28  5.67568e-06
32  5.66827e-06
36  4.74691e-06
40  4.10887e-06
