4   288.70
8   303.43
12  338.8
16  325.24
20  291.33
24  327.27
28  102
32  36.96
36  32.20
40  28.95
44  136.84
48  14.67
52  10.37
56  10.43
60  9.67
64  8.64
68  22.05
72  15.97
76  13.63
80  14.30
