4   1.79654e-05
8   1.06856e-05
12  8.08324e-06
16  6.44166e-06
20  5.12899e-06
24  4.53768e-06
28  3.61648e-06
32  3.33579e-06
36  3.14545e-06
40  4.20701e-07
