4   794.77
8   1087.25
12  1351.96
16  1466.97
20  1628.15
24  1665.26
28  1692.27
32  1754.5
36  1802.11
40  1304.72
44  769.245
48  588.561
52  421.93
56  366.89
60  320.43
64  306.76
68  289.37
72  265.778
76  240.508
80  229.683
